acc_x_std,acc_y_std,acc_z_std,acc_magnitude_mean,acc_magnitude_std,acc_magnitude_max,acc_sma,acc_energy,eda_skewness,eda_kurtosis,hrv_lf_hf_ratio,raw_hrv_mean_hr,raw_hrv_rmssd,raw_hrv_pnn50,raw_temp_mean,raw_temp_min,raw_temp_max,raw_temp_median,raw_scr_peak_count,z_hrv_mean_hr,z_hrv_rmssd,z_hrv_pnn50,z_temp_mean,z_temp_min,z_temp_max,z_temp_median,z_scr_peak_count,z_scl_mean,z_scl_std,z_scl_min,z_scl_max,z_scl_median,z_scl_range,z_scl_auc,z_scl_slope,z_scr_amplitude_mean,z_scr_amplitude_max,z_scr_amplitude_std,z_scr_amplitude_sum,z_scr_rise_time_mean,z_scr_recovery_time_mean,z_temp_std,z_temp_slope,z_hrv_sdnn,z_hrv_mean_rr,z_hrv_median_rr,z_hrv_sdsd,z_hrv_min_rr,z_hrv_max_rr,z_hrv_lf_power,z_hrv_hf_power,z_hrv_vlf_power,z_hrv_total_power,z_hrv_sd1,raw_label,label,time_end_sec,subject_id
7.128964464183926,1.7032023268633232,11.799684406090416,62.9943651141853,1.5421391076621556,83.03011501858829,88.12239583333333,3970.6682291666666,2.1245679819867154,5.813909416540081,0.4186975053411381,711.5963855421687,315.59537865107376,33.734939759036145,33.327125,33.29,33.34,33.33,3,-0.07462417939351983,-0.13347803665274105,-0.19146414607615536,-1.4781388331819356,-1.429485949197588,-1.6072254179004637,-1.4751773013466245,-0.030949223029508748,-1.149800160580486,1.1326197594683183,-0.9976597786081768,0.7845595324430316,-1.2922522055585992,2.4809413409824312,-1.1544357843894135,-1.172915858876429,-0.4314187522924361,-0.3660705254713254,-0.30069205374001146,-0.3719897850271977,0.5999919384417114,0.0,-1.0924262489143806,-0.35822670947119706,-0.12354896191947663,-0.07462417939351983,0.5633161001461108,-0.1338145728584275,-0.9578262852211511,-0.06352637775142657,0.3247583944256423,2.119166605965486,0.6165665844080738,1.9579467430351232,-0.13381457285842785,1,non-stress,180.0,S10
4.867578039664308,1.4605948796102737,7.65844057026729,62.96093071273209,1.2609336963335842,76.89603370785778,88.74166666666666,3965.66875,3.5358498620476997,16.902104576692114,0.40558624086976336,700.5208333333334,303.18865000601505,25.0,33.33025,33.31,33.34,33.33,1,-0.19901150592998787,-0.17788888715160586,-0.683432257168987,-1.4665398737369946,-1.3550743518420858,-1.6072254179004637,-1.4751773013466245,-1.2070196981508374,-1.3030196823338898,-1.0127420223022015,-0.9976597786081768,-1.547865847831754,-1.2481378470055902,-1.0280913197912627,-1.3020964856098822,-0.09737779408323434,0.09088625842617948,-0.3660705254713254,-0.5910806538229554,-0.8279525239954166,1.1746534043720216,0.0,-1.294122321083248,-0.5274565772848953,-0.08187321905232833,-0.19901150592998787,-0.4096844364698975,-0.1782997723880357,-0.7303425424811277,-0.06352637775142657,0.4145962226418663,2.3611493784873336,-0.794492846022513,2.034223945611201,-0.17829977238803596,1,non-stress,210.0,S10
6.374779386671561,1.490939068357777,10.14353208790291,62.891093824895236,1.9300002180202562,84.08329203831163,89.61041666666667,3959.014583333333,-0.3657568100378823,-0.36142836708079074,0.5466269828522179,682.471264367816,186.4828271989576,20.689655172413794,33.32454166666666,33.29,33.34,33.33,0,-0.40172262916999024,-0.5956464602646038,-0.9261989231660442,-1.4877273063231238,-1.429485949197588,-1.6072254179004637,-1.4751773013466245,-1.7950549357115018,-1.311472644339812,-0.9166664429484838,-1.087452114089773,-1.547865847831754,-1.229029926083889,-0.9110329623444884,-1.3104668788761904,-0.3720185772994275,-1.5840773140643332,-0.9290190341934538,-0.5910806538229554,-1.2562844308239423,-3.1353075901053034,0.0,-1.038581236198444,-0.8366208495241757,-0.10077655334854303,-0.40172262916999024,-0.8961847047779016,-0.5971372747343568,-0.04789131426105747,-0.12847711374840087,0.30312799050297873,1.2809720315045332,1.550394371117009,1.2795579207356131,-0.5971372747343574,1,non-stress,240.0,S10
4.505814024795261,1.0224422641859783,6.837664960304432,62.782507862800294,1.4916218100055207,84.08329203831163,90.51822916666667,3943.868229166667,5.38715842932848,40.18266329810976,1.0147518083284592,606.3144329896908,152.64393502015565,10.309278350515463,33.322250000000004,33.29,33.34,33.33,1,-1.257024872705686,-0.7167754076764191,-1.510841120866174,-1.4962332099160542,-1.429485949197588,-1.6072254179004637,-1.4751773013466245,-1.2070196981508374,-1.3733178921962281,-0.956248095438523,-1.087452114089773,-1.6037125131792198,-1.3072764292883248,-0.9950518443018047,-1.3730742202196016,-0.20946133227108701,0.7393042188161089,-0.1481398612913303,-0.5910806538229554,-0.662135125959284,2.0366456032674867,0.0,-1.0245629863011037,-0.37857034956366337,-0.7087816167005365,-1.257024872705686,-1.3826849730859057,-0.7161335340623893,-0.04789131426105747,-0.5073564070640844,-0.024747897378737137,-0.12775871247656898,1.044802800298092,0.018037665917428822,-0.7161335340623899,1,non-stress,270.0,S10
1.6237273829523555,1.1039386557030944,1.170510316503732,62.742708826120555,0.3803638529773428,65.6505902486794,91.31510416666667,3936.7921875,1.2968987400842393,2.157359436811948,1.2291330678783405,645.3804347826087,165.73219887669836,20.652173913043477,33.3315,33.31,33.37,33.33,3,-0.8182823676039096,-0.6699249488607413,-0.9283099376529753,-1.461900289959018,-1.3550743518420858,-1.496783164952527,-1.4751773013466245,-0.030949223029508748,-1.156840767256507,-0.21377071451826826,-1.0807549453652219,-1.169911461758046,-1.118783471077625,-0.35114781458305855,-1.1562886087765418,0.7357593422347622,0.23499321833304687,-0.1481398612913303,-0.19728054823780822,0.13926702341838204,0.5999919384417114,0.0,-0.7915560396409652,-0.13062349392073536,-0.5391981035536976,-0.8182823676039096,-1.3826849730859057,-0.6692715671999352,2.2269461131391766,-0.5181815297302468,0.6266062876538825,-0.03372630916109845,1.3775074332120014,0.4069542982611148,-0.6692715671999356,1,non-stress,300.0,S10
2.007112934764585,1.4624807097493249,1.479846894647288,62.889884554592875,0.46258319249738356,65.6505902486794,92.40885416666667,3955.3515625,-0.340707413203414,-0.3212506973683569,0.8622263267867473,721.0365853658536,265.85184576490144,42.68292682926829,33.360166666666665,33.31,33.41,33.37,2,0.03139682939207101,-0.3115388829478694,0.3125031872384525,-1.3554991686506634,-1.3550743518420858,-1.3495268276885855,-1.3258917155911778,-0.6189844605901731,-0.6924122964076098,-0.21775769335714132,-0.7595580179360264,-0.8438960221379843,-0.6151373081660055,-0.2794021948938091,-0.6909808202686952,0.6277646081377211,-0.017162281908483935,-0.25709809512505344,-0.2517974705488157,-0.4548822814462762,-0.1183348939711759,0.0,0.25941014721095385,0.769842897953167,-0.27394678295463787,0.03139682939207101,0.07681583183810665,-0.31135750198585765,1.317011142179083,-0.5073564070640844,-0.27797017838960325,-0.08071446221367197,0.8587079793776101,-0.10789469301006001,-0.31135750198585826,1,non-stress,330.0,S10
4.132366338025866,1.1610261714678671,7.156313208569711,62.983539444360986,1.5219945446544125,96.38983348880731,92.275,3969.242708333333,0.26545653441484457,-1.3299207257849475,0.5139546961555419,717.6067073170732,327.52277922381796,34.146341463414636,33.387249999999995,33.34,33.43,33.39,1,-0.007123449578179893,-0.09078297828316943,-0.16829323419962158,-1.254974853461095,-1.2434569558088455,-1.2758986590566015,-1.2512489227134411,-1.2070196981508374,-0.6887976165564377,-0.32604886238632047,-0.5705632787241899,-0.8438960221379843,-0.6339431902782324,-0.5257864059688565,-0.6879483378583149,-0.8176740081372723,-0.2332593625778084,-0.4750145627924934,-0.5910806538229554,-0.9108450204144939,-0.5493309934189085,0.0,-0.7170880770610124,-0.3436955379763144,-0.18857676986800384,-0.007123449578179893,0.5633161001461108,-0.09136686898850466,0.6345599139590128,-0.08517662308375133,-0.39386705564740293,0.6568487699048627,-0.6523396490094872,0.2421095403763697,-0.09136686898850492,1,non-stress,360.0,S10
4.915356022343539,0.9950376004899961,7.4629460101920655,62.96621618142114,1.5249299856732341,96.38983348880731,90.5875,3967.069791666667,0.6572111064206838,1.9567458597253466,0.5051166031773165,885.4944029850747,507.09995171780184,43.28358208955223,33.403499999999994,33.37,33.45,33.39,1,1.878389907114925,0.552027482781883,0.34633321262748534,-1.1946602643473485,-1.1318395597756317,-1.2022704904246175,-1.2512489227134411,-1.2070196981508374,-0.9978579678780165,-0.8310897326615934,-0.8184548846484844,-1.1941976749738337,-0.9247051929411727,-0.7296345337237999,-0.9972190376860902,-0.47651268780032663,-0.2332593625778084,-0.4750145627924934,-0.5910806538229554,-0.9108450204144939,-0.5493309934189085,0.0,-0.4522494746789633,0.012605678801363693,0.941915335507703,1.878389907114925,1.0498163684541149,0.5526902894629315,0.6345599139590128,0.6076312275506414,-1.3068263733491372,-0.363669172596081,-1.0717124092587968,-0.9912328707668484,0.5526902894629313,1,non-stress,390.0,S10
7.588625600084899,1.590416925923479,10.751519380978948,63.04818379039183,1.7151165848533618,82.19489035213807,90.86197916666667,3978.015104166667,1.6672727933827547,9.187833968295205,0.33485162239601723,963.8831967213115,985.4739236360679,47.540983606557376,33.42375,33.39,33.47,33.43,4,2.758758876482499,2.264404335472349,0.5861180125533286,-1.119499007144046,-1.0574279624201293,-1.1286423217926598,-1.1019633369579946,0.5570860145311556,-1.259963864017246,-0.5215352533541476,-1.1725172176383498,-1.352944789633872,-1.187796894820032,-0.5068870268920818,-1.2596052134003652,-0.7486624418314324,0.28002400333764876,0.32400775315060343,0.37433033233305407,0.6505130301312997,-0.5493309934189085,0.0,-0.6191023288405744,-0.03790374083241049,2.834696640366918,2.758758876482499,-0.4096844364698975,2.2657884163534527,-0.2753750570010809,2.5778035527921954,-1.528423550796531,-0.24184524921717868,-0.21523285798236247,-0.7482674730918122,2.2657884163534527,1,non-stress,420.0,S10
8.131737841261879,2.0621043391534664,13.129598803698983,63.105396576805745,2.292779874026335,82.19489035213807,91.88958333333333,3987.547916666667,4.027618898476,24.340358195337334,4.233245244098754,840.0735294117648,631.9661917307536,69.11764705882352,33.47441666666667,33.41,33.57,33.45,6,1.3682770995360933,0.9989959042101356,1.8013559712714808,-0.9314412113432112,-0.9830163650646534,-0.7605014786327925,-1.027320544080258,1.7331564896524843,-1.4869854753982532,-0.9486841011271299,-1.258378038425123,-1.7177619091132854,-1.3877497604029365,-0.9438055220277486,-1.4863273958744239,-0.339060147516599,0.009863932995397746,0.32400775315060343,0.25663085702841065,1.1893898689839117,-0.6929963599014858,0.0,2.1121727036130538,1.8669696578417982,0.9354544947900522,1.3682770995360933,0.32006596599210874,0.9989483499825018,-0.9578262852211511,0.6509317182152908,-0.883005003115053,-1.1857661044277028,0.17480798980446755,-1.2254206886346937,0.9989483499825019,1,non-stress,450.0,S10
